GoldRecordId,SnapshotDate,Geography,BasketCategory,ProductName,UOM,AveragePrice,PreviousMonthPrice,MoM_AbsoluteChange,MoM_PercentageChange
f05da7bbbb1c42628f62ac82a76ee5e17a63e2ec69b4691812a57623d1ca925b,2018-11-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.46,6.29,0.17,2.70
b06bf08edd72a9ccf2a93a05a0a811c4b3ad732d42cb98a678e8f31e25369e0f,2018-12-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.51,6.46,0.05,0.77
c40a1d14696436e5f1ad6696e82ff097defc8443bb672aed5b54997d73dcaca0,2019-01-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.53,6.51,0.02,0.31
fe0e76a8f433c3b4fb6b5d9b1933f56b043e876c6a87415ac50243234f4502a4,2019-02-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.36,6.53,-0.17,-2.60
c2224a76bac5f75a9990fa7753164caf7ff7c6754142fcbdcaa1670022560be8,2019-03-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.03,6.36,-0.33,-5.19
b47f4ce9f67da7df72b80baccee14e9db60697da556407e583d23a9c2d4e9f30,2019-04-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.26,6.03,0.23,3.81
de68e687338ff9a47ed4d4cd79e709ccadd5228e8b1dc34341e4e6c09426746d,2019-05-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,5.94,6.26,-0.32,-5.11
9738786c4d1755f7eaad77b3f718e53dc5b99ab6b2f27ef896ccd535eefff001,2019-06-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.21,5.94,0.27,4.55
4b923e0519ab34869c6365b40aed5ed7adbfb1df8c1e32a6a514ef1ba7694257,2019-07-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.15,6.21,-0.06,-0.97
ba85644ded4de2f76b5d8f750ba07b19d8c00d186716d4d868a23aed57bed46d,2019-08-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,5.95,6.15,-0.20,-3.25
9699ec7713e30fcd66b1ec0bce9f4d5373624740f11ff51dd1f5d40b476d65e8,2019-09-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.24,5.95,0.29,4.87
9669423fe9956390a89731b83b749a475c8b459324cdda8253cd3bdd7ff47d75,2019-10-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.09,6.24,-0.15,-2.40
87bb505da5a0ec29d14bba999fe33c13e9bfe74dda2ba50cb79f108273ad378e,2019-11-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.52,6.09,0.43,7.06
add182def797b15a1a8014e8a950772db6d6041e76e08139815ab535db803aef,2019-12-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.66,6.52,0.14,2.15
44b76ba8ed1f948bf62abd96aaab42f1b82ea64a24e58bbf214c3cc0b4b3ddef,2020-01-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.44,6.66,-0.22,-3.30
abc081c0d7e0285cf90a52cedb6292654cbccacae5f1b75a5c794bb0a7a8bdf8,2020-02-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.31,6.44,-0.13,-2.02
ac4699ca3597d76c7d8b7e69780dced0a74106705d611ba722a0c616db0a4d11,2020-03-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.17,6.31,-0.14,-2.22
f3eabb2a4a950ab438af68c7cc10f29b1a223be8f513242a515294a8ef21c69f,2020-04-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.22,6.17,0.05,0.81
8bf5c47d26fd9d431861a228b58f3e043f195333cf69b3230fd2c2a5c96ae39b,2020-05-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,5.65,6.22,-0.57,-9.16
b8a3eb0171d58bc8c2eb45e528f6b5bd090b47e4ccda028b8fa5eeed29d196d6,2020-06-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.21,5.65,0.56,9.91
6f624af71c91327a8990a54b3d15832fbe71e7d089b24b2cd76b3877bff084a3,2020-07-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.42,6.21,0.21,3.38
8edd3a764072c3e18ddcdd6eb5b3bf15395428f7a8934b7e719e206ebcf29d10,2020-08-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.15,6.42,-0.27,-4.21
1045d2989f1357c5b72f97c0c1a709d3c5fe34cd0c87f6cea1a8e37aaeb97dd6,2020-09-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.0,6.15,-0.15,-2.44
7c6550bec2bc893a7acc3f2cb0cd78f5f8fe07c975d479d21ae9014db112dcff,2020-10-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,5.93,6.00,-0.07,-1.17
c15d2a2d85b5e2faecce89c6ab37f19f660e3b4e7a45f09739fc98a6ff1e22ec,2020-11-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.35,5.93,0.42,7.08
43d73c3e151e3a5bc7df924a5fa155342c1b2e5dc2bfa591adfa0387cbc1271b,2020-12-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.35,6.35,0.00,0.00
e42b1e473a0fa0d7ea6f8af4ba8722cd587d0bc2eecb41e6773536283b084233,2021-01-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.37,6.35,0.02,0.31
849c1c80c6b26e3d8bf13fc8155bce30c1e01a1830dfc833e70497918acd32b2,2021-02-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.15,6.37,-0.22,-3.45
943c79a5fb970a1dc63cee82a066fda6f8e8d1649481b9fa2d13f83cb4a93a55,2021-03-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.17,6.15,0.02,0.33
0a7e8aca5fae5997c3a6a83a3a31a53144e5d0612aedbfdac8d2971f03c52d30,2021-04-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.26,6.17,0.09,1.46
b544817af04f418ee9912ad3186985901bd7f254a5d4c89a4a88d1e528435eb8,2021-05-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.37,6.26,0.11,1.76
640c7c07cde8907e30636b7070358173172ffb1baf8515a36d113c52ebbfff61,2021-06-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.69,6.37,0.32,5.02
bf88d3a5b44b4f03e24494af4f06d466c2c45941ce16bb6a30a266483630018b,2021-07-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.09,6.69,0.40,5.98
2ad8e8c33e7c4e780f033813ed512d2b8bf287b9086979173b4ad4aed5bb021e,2021-08-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.04,7.09,-0.05,-0.71
f35fad1b125e9beb9093130fe72fa87464140c57ad4da4d9b794002b86deb9bc,2021-09-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.24,7.04,0.20,2.84
34b7499846f0085ba9b4d9af1f8796aeb25e9e1a8bed0d5eeb59e2e71a14c1b9,2021-10-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.77,7.24,-0.47,-6.49
708acca98c594f99a752eb334dbb899fa194a324022c9e0c51bb42b2e3a84d3b,2021-11-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.4,6.77,0.63,9.31
7f9fb1028780db74acd35b8399074e61475caec3fac39332d86aea6586dd93fe,2021-12-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.34,7.40,-0.06,-0.81
55ebb290980af76041b825d0b28ebdf47526f6269ad4fa14a12d9107fb1761ce,2022-01-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.0,7.34,-0.34,-4.63
239b10ea6484da929eb811c5f212972ae0e0b2201dc5873f7c4807cfe1a1ec7a,2022-02-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.16,7.00,0.16,2.29
6bdc14f4c068b31cd4cb4a22ab90a46c7aa83dff1b729a71682c9ad679f41c0b,2022-03-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.05,7.16,-0.11,-1.54
0755bf55838c39e1ee1989cccb7822d4fc4e7b7e0333af7ba47402b9c2d0b53f,2022-04-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.22,7.05,0.17,2.41
a0e7d663bf7fbf9f468a196b63c68bc305998cb5fcb9b5378fa5849aacebac9d,2022-05-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.39,7.22,0.17,2.35
990e126772e6d0d947d37ad99a5dddaa700015b365b4f18ff28e81d065a7665e,2022-06-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.23,7.39,-0.16,-2.17
7e65c032a5d8e4acfec0ffd510a3e6a8947603b67bef7162c612f85104ea99cd,2022-07-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.16,7.23,-0.07,-0.97
8d16cd6f918d274b0578f6689a74f77d97ed3eeadbe174cc1ede0f1b0955afa6,2022-08-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.31,7.16,0.15,2.09
f79461bed0550a98edcbed60bd4cd92175bf27cddbe6fa3abd01a448c8519fb5,2022-09-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.19,7.31,-0.12,-1.64
03f391bde9ace87f16e0c06b83d552d287f73ad1aa2d28b3b9c1d9ed15260046,2022-10-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.08,7.19,-0.11,-1.53
c1a324a2778e0147c891f61a873efb7db8f7113d1aacfe6da648d104ccdeb71e,2022-11-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.33,7.08,0.25,3.53
d5d427286ef9ee3853a1c62b67941d5eb2b4edce7abfc70ad2bd0aef2c7e617a,2022-12-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.55,7.33,0.22,3.00
e045eee6972a424453f58e8a8bf258f09ce93876403500f6a7634ed4aec606dc,2023-01-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.25,7.55,-0.30,-3.97
c5ef79123f63c2534c20b277bf656e0ff406c920c3b9fff692b5f5b6381b3f42,2023-02-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.0,7.25,-0.25,-3.45
d7725d7c78567d69499ba19e00417d1fcd3729e217e5b6e2944ba08f200660fb,2023-03-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.89,7.00,-0.11,-1.57
a3e0f0f1a562b082425f20c26cf3be0640460d73a76d6205d81674dbcde244d4,2023-04-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.56,6.89,-0.33,-4.79
eb59a01e86d50d809c540cf6f7b7946197102405c8f27c21a43e8ba64bf41c67,2023-05-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.51,6.56,-0.05,-0.76
dba4da327a7463d9628111b78b5d13b39d339ebe8529d746c581e2f1b302ab56,2023-06-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.39,6.51,-0.12,-1.84
3e8fe7a9cc77ededde8ee7e4f3b7e29e892c8645b5e9d80d9556e22ff30c8e27,2023-07-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.73,6.39,0.34,5.32
76d02ae94ca821078bada252010e8c357d34a0b6536bd731e904b3d509044c2c,2023-08-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.71,6.73,-0.02,-0.30
4ca7a443410058c39fd62bd6eca26ba773f0f430499d220a9c12d617b5a4367c,2023-09-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.19,6.71,0.48,7.15
c693dd53b1847d1e3239a2db62cbab9c0514b687981162a471e519576b406079,2023-10-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.02,7.19,-0.17,-2.36
f675d53203422cf2247032a187dfd1feccdf64012db2ae3e611fa9cc3ec6cddb,2023-11-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.06,7.02,0.04,0.57
74708600b4e1df0e68aaed17feff31fabf8137c04f60c090daa67552a500b556,2023-12-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.33,7.06,0.27,3.82
a4dd61b028850a8beb7e2b185bf7f0139c0a3b3c2e171597c97e3ae1f946480b,2024-01-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.71,7.33,-0.62,-8.46
f822e01575ffedef37251addbfb0cf070d653834b7e8c1fe2aa3387cf8dcf588,2024-02-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.09,6.71,0.38,5.66
d3ac380bad68af83aa9c4d3d9cbcd40507aadf3c87a5274cd48fb4b08fa9c74a,2024-03-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.69,7.09,-0.40,-5.64
0fadb76a8e099e85ff2377d74ceb31ae84a06bbee61a670ff6352353344eb6ac,2024-04-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.17,6.69,0.48,7.17
f118d4c7f8cc2e911cb120657b59b8eaec3493fadfbd0ada8f8542d3649cdb19,2024-05-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.03,7.17,-0.14,-1.95
6cb6497e168a6c7f25e4d7463b7318736b3ca4412f4214187a179c20790ce44d,2024-06-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.98,7.03,-0.05,-0.71
982bba1852a2967ef14f3525195a4fa6842219d29242b0590d9661c0c9118c94,2024-07-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.85,6.98,-0.13,-1.86
82a3fb75d4a1d2649ebf08e35552ee76f19633d7d9c4c0d308e803d4a427f41f,2024-08-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.78,6.85,-0.07,-1.02
f164b6dbd267edd43bfcb8749dbceae9b359af005925245113bc2d946c6836cd,2024-09-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.73,6.78,-0.05,-0.74
4da0976ab05c02304b8171814534f1d8b4221df1cbef4264a591710b8eb70e23,2024-10-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.11,6.73,0.38,5.65
c38e024e64a7d5853bdde9f0c6f535dd929f64236a755b4e475f8f5ecc2b9c66,2024-11-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.07,7.11,-0.04,-0.56
f8867e543fc5be31eec8a3a1dd3e2f9d4ad742db8bacf9cad29a307cc035b5de,2024-12-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.57,7.07,0.50,7.07
e65d9ad58a94b47a899d869d5522f706611d7b87307b9d235f6f4d033e6e9351,2025-01-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.1,7.57,-0.47,-6.21
7b9a635071483453050ac89cdd6e80573c9a008799847c355e7964465848233b,2025-02-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.22,7.10,0.12,1.69
606921c2ec56225da2e67385428c557d57c0cb2150374fd60ef54e092120832a,2025-03-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.11,7.22,-0.11,-1.52
ece697efc135acf60f95e24f6f114643fe808cbd3d7220bd2b9b8009a1e2261d,2025-04-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.58,7.11,0.47,6.61
0989d6dfe05176786f627a0d05702f72f076e075f324c673e75a6d2f1bfbc518,2025-05-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.91,7.58,0.33,4.35
6563a2269bf0629c25d60b5f77274b4998d36a1142e6c452bba9bf8a7e342683,2025-06-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.55,7.91,-0.36,-4.55
5f9f9ee01d048846bbaf711a872951485f25a3fda97aa67419142cc9cf5b9520,2025-07-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.71,7.55,0.16,2.12
ac0033b73eb60ee1c1bcf5b176055bda3ee891044ee5434e8c7d34064a31d327,2025-08-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,8.5,7.71,0.79,10.25
4496e6564eceb503abfa78c9abc8e11e2f232a3feb1ba5609fe46cfb3a372ed5,2025-09-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,8.17,8.50,-0.33,-3.88
6bf16cc54fbf761471477ade05d55442be968a799b389d0eb0f452e939c69d89,2025-10-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.97,8.17,-0.20,-2.45
d2810f3cd6a6acd3c7ea21c36be737c926786af7e61f989d7110f2c2505f25df,2025-11-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,8.28,7.97,0.31,3.89
bf5ee8e951130edf15fd2068c6a8edb38f29793f3ea5a433fb40c210741c6b5b,2025-12-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,8.05,8.28,-0.23,-2.78
5fcba69a76b67957da525b8010464de9c7900f26bf5f6fb42dfa03c314dea886,2026-01-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.92,8.05,-0.13,-1.61
1c358848a4f7d8e3ce366229f0fabe09685f1400b3d9149b246654ab7df9d42c,2026-02-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.55,7.92,-0.37,-4.67
51bc3d37a206ec3e934b1ac932ae7b85fd501f87064f56a329ae1bf686f5f4c9,2026-03-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.45,7.55,-0.10,-1.32
e8ae436d2090af4fb2e987a85f29f188241580fb60a564001ec254762587d348,2026-04-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.3,7.45,-0.15,-2.01
5eba10a122c691b761c2b5789d3e72e059b7aa25281321ad6ed907058304f255,2026-05-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,7.86,7.30,0.56,7.67
0fdb544e9ec6a63f3db3faf7dcb09da7b0b9d0e8dac3e1348de50247279b5d72,2026-06-01,Alberta,Bacon,"Bacon, 500 grams",Dollars,6.96,7.86,-0.90,-11.45
0f78feb8e0864ca529e861ada9a7ac0c58d71eec0474ec71a65cc758c0ebdef8,2017-01-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.73,,,
51c61e8d4de2c6112f4b9c2067aac767868d36821aee5b2560edb5acc8c6876b,2017-02-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.72,1.73,-0.01,-0.58
06e5a8d6fee4bbdf1bb590dd057e961d9c3fd31021c45605bfe4c0c7a5af6bd3,2017-03-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.72,1.72,0.00,0.00
43957f412f019361349023b0b1c5c9757decdd86c0b8e6ee3261f4e6f89e6937,2017-04-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.72,1.72,0.00,0.00
75bb3d8bd3834596c4df2afc198dae330a71e1edab12025cc58f6ed641b5d2ce,2017-05-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.72,1.72,0.00,0.00
f9c9412fae58c3b756ad0bc357acb6305ce5cfd8d9d865348309941bb2d50584,2017-06-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.72,1.72,0.00,0.00
ff508268b3d32b604962898a9f3ff28c38dd7bc16e6196376f7870c8fd490366,2017-07-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.71,1.72,-0.01,-0.58
d2983fe8b53479179b3e8df683a2e0e63d6255658adc4ff14b5079f72f1accbf,2017-08-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.71,1.71,0.00,0.00
6e59c35704be11b0d4a9e6f81120ccf1d6be3e744b8d296d7888e426c536a732,2017-09-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.72,1.71,0.01,0.58
6b46fb7940abb60db53b4f83fc6b2fdda2ad3c7d408afd0a28f4f27fa548dad2,2017-10-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.73,1.72,0.01,0.58
b857595d82c0c523049836daa8224357c8aa646785942a61f0e055d3fd333eb6,2017-11-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.71,1.73,-0.02,-1.16
f996e30fdc7d1c760bffdc2bb9f906e8513e2cbda7af790a4bc3a9029388a894,2017-12-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.7,1.71,-0.01,-0.58
2921801f188993b284a84e3c7131012bf4fcecee57af69c7640890aa590b1928,2018-01-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.73,1.70,0.03,1.76
df7626238e38f40b0fbf41c6c646c08d199b3858920bce2b1b1ee147c111bc3f,2018-02-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.75,1.73,0.02,1.16
9049f332505e19194ad1319a3b1c0f386b72861e3bede074b4f48742f30867b7,2018-03-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.73,1.75,-0.02,-1.14
28a5a8e377cbf3ee7257406bc17b87eb467d3af97697e9ff8f474584f93a5206,2018-04-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.74,1.73,0.01,0.58
6f29f21cb60dd8e6437422c59b41fd8e9011d31cfafb9a2ff5abba694a3b1a88,2018-05-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.75,1.74,0.01,0.57
b9e4b1588e67cbd4b43d78aa4f2fe4eca754b27191430b233c6b04c8c749ccff,2018-06-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.75,1.75,0.00,0.00
2d6f6b9119064bece50bb4765d1162d094a9d4f93a850d70da97f07a0e159f5e,2018-07-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.73,1.75,-0.02,-1.14
b2070355f3b9728f60bde8010e445d65b7e23445e3662b7fccb734e3733cf3fc,2018-08-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.72,1.73,-0.01,-0.58
fca25b847d5693f03e4c357869f75896610cb783e789f8a06f0bf8a52a9ca9e9,2018-09-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.74,1.72,0.02,1.16
619a6406f49a00b0b23b32340ca9f3da659de46913f06985be3584ca8373c80c,2018-10-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.73,1.74,-0.01,-0.57
c24fb0f72654cdc873d1ca9822ef6bcb5b0ed9b741cff755d905367f8544a205,2018-11-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.72,1.73,-0.01,-0.58
4c4d663e7aef27a6c357e5a348bfff02290e53b30768835ea1a9bcb8f4ddf58c,2018-12-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.71,1.72,-0.01,-0.58
afe72ba31222c61e021d0c3a6e440286915fa69aab08463d6a13964e0878e8e2,2019-01-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.75,1.71,0.04,2.34
7141a8977425960621752ae5a4e7c0b025942c069bd922d2bf363eca590c2665,2019-02-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.74,1.75,-0.01,-0.57
426664f581b936f3f40e2382f0ea4f8ab562b3400af0ffa501e3b03fa10c57d2,2019-03-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.74,1.74,0.00,0.00
9a168eba0e2a4655728cff2515add992c705602f82dc0618bcacef9bd0fe676b,2019-04-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.74,1.74,0.00,0.00
a58492264ee7013ded3ece458aed73e7561955115e1e0dd919014c862da46eba,2019-05-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.73,1.74,-0.01,-0.57
9b30138d660ddde9269059061461bc6bf0118c95cbb24589098e0788ec8d44f8,2019-06-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.73,1.73,0.00,0.00
d80ecae9676a803000925f8db87f416eaad2c7a3c8f600457f3dc77346def307,2019-07-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.72,1.73,-0.01,-0.58
a19813823993cf73054b030c0c1702552f3b5cdf4bb42b100cf7efbc71ed9bc6,2019-08-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.73,1.72,0.01,0.58
b4117a62dc0cfcf4dbfcc20b5464e6441f0299e6cbb9702eeeadbc668645107c,2019-09-01,Alberta,Bananas,"Bananas, per kilogram",Dollars,1.73,1.73,0.00,0.00
